augmentation,bbox/AP,bbox/AP50,bbox/AP75,bbox/APl,bbox/APm,bbox/APs,dataset
1-0,46.94595049254479,70.41341909647994,50.14970115715509,79.999828220985,52.86938902208244,14.737580764286786,cityscapes_fog01
1-0,45.612968657690104,68.84360939812065,48.10428785950302,81.33122376230389,51.92076149356119,12.311522215768541,cityscapes_fog02
1-0,43.01547426770553,65.1157003610357,45.82295286462318,81.00746614518269,49.71548755506568,10.098555253171437,cityscapes_fog03
1-0,49.666110949515144,79.7746873669817,52.94977441810252,83.61472189611959,64.65484049444396,33.27165093346995,acdc_fog
1-0,50.07064342607058,79.82512611396544,54.35881090721845,78.38761627362385,60.302793602745844,30.516046513089368,acdc_rain
1-0,53.68118009812347,81.8609078807428,60.06094394870267,80.8263892475542,63.43202108764028,32.47310914034943,acdc_snow
1-0,18.712502595566153,40.0031334255075,13.822417534738515,35.2321775322044,26.250052649939658,3.823508657523976,providentia_fog
1-0,49.57916502511466,75.42384593606074,58.4135237773148,62.46587076081034,66.08099811924716,31.193264920702468,providentia_snow
1-0,64.71270894757606,89.23222441530578,72.51542320005187,83.42928478334532,58.359201535902926,24.56973928073227,midjourney_snow
1-0,62.375976055429646,90.10355042406047,71.40779547384112,76.58725257228363,54.902494715632,22.42946645121789,midjourney_rain
1-0,64.63207325335564,90.1741600553649,73.27350406829669,83.4210243391945,58.76179335621489,20.351203569846067,midjourney_fog
1-1,48.5613841855755,76.18591459207254,52.35388406199208,73.38401637089329,51.04724614547899,19.314619029818296,adverse_fog
1-1,45.573297286163275,78.66614972848843,47.003870749477755,73.91139747904401,52.12650381706913,19.762748181515168,adverse_rain
1-1,48.406881556953536,76.457145500972,50.29101023390342,72.46465971729097,41.9823191497988,16.486111217641014,adverse_snow
1-1,45.27437922546388,72.84197942915038,45.47537977146136,62.854153679732484,42.22826125294309,23.446336461808073,dense_clear_day
1-1,55.11027799626538,77.27749089190274,60.152820759609924,74.68136098909991,56.200527990026536,26.503560403476783,dense_light_fog_day
1-1,44.92217229393621,73.50404878790829,46.982773943127334,61.96622395862682,38.38215313598097,16.16947590448224,dense_light_fog_night
1-1,59.45828026127199,80.05157420269828,66.79500919300159,78.7648136145843,54.895562752339764,14.813940018289859,dense_fog_day
1-1,47.66299490340856,71.15454906918724,53.47571120708232,59.244936775756315,48.4250633535234,16.642995817339518,dense_fog_night
1-1,37.26808009006565,66.29675457830746,34.56217367007162,47.568864963638944,34.55014391602106,14.481112967832981,dense_rain
1-1,44.12458029439775,69.80550939116024,45.213810049190236,59.43658506563925,40.777600893466705,27.25982065926495,dense_snow_day
1-1,43.14244227335062,69.45056089838863,44.13705601563147,64.23700221524314,37.2055848291393,17.787914336453316,dense_snow_night
1-1,50.963447569705565,80.4221998491763,53.87657866421345,68.24164673683755,46.52507966799475,26.443806921207514,dawn_fog
1-1,55.22111241765988,83.67359827203582,60.28555050422837,72.24371113133475,53.133927023135364,30.250632424083175,dawn_sand
1-1,51.35167401406261,81.2117763807761,54.50324418374639,66.25305609269701,44.922059677092655,13.569358026320497,dawn_rain
1-1,50.461096366179135,80.14694579091596,52.40097437917575,65.72016245203288,38.64086782272128,14.093832171757443,dawn_snow
1-1,27.249062665826116,58.06700379481589,23.318755872812723,40.30369501168977,24.955253478437868,13.588312429073692,nuscenes_clear
1-1,23.20009792590114,52.299433349184184,16.7243222063349,32.85964171194408,22.5564670798068,8.648350904915967,nuscenes_rain
1-1,43.37497777242893,74.92436092514706,43.15048619408078,77.25711990045852,54.60549647923146,19.824154676337628,bdd_clear
1-1,43.72407690368053,76.73568873476161,44.29966137033439,71.23916823755108,50.93669108845824,19.102002190882786,bdd_rain
1-1,44.20802342211459,75.00562090110495,45.05528481519479,75.34840340326787,49.669493784033925,17.855765844740258,bdd_snow
1-1,45.85537404208902,71.24333988929166,48.98810281120644,78.52751580441854,52.78684442073798,16.732143345204605,cityscapes_clear
1-1,46.18295475168629,70.14270676388796,49.865428504449596,78.24098852345364,51.94936534180754,14.773356958850915,cityscapes_fog01
1-1,44.78231867180168,68.39644550713298,47.54102721139811,79.06777225721464,51.37557197772053,12.209731491311352,cityscapes_fog02
1-1,42.0082137555433,64.81803024626134,45.15828619413508,78.47332144000868,48.95454474171025,9.872420486592894,cityscapes_fog03
1-1,49.13028354491378,79.89152145915817,52.84001052351329,82.66525490690356,63.71565020767845,32.86275563000245,acdc_fog
1-1,49.49211478288059,80.11303715121142,53.98125124529083,76.94821473470677,59.536159785851325,30.225817900766593,acdc_rain
1-1,53.32374842825569,82.12771098248115,60.07742835625307,78.97128342077858,63.13488472489315,32.3190752644881,acdc_snow
1-1,17.827210824601067,38.279975651488385,13.003081654642934,33.97865950347275,25.302096273618595,3.4209492015152083,providentia_fog
1-1,47.901421501616944,74.15226889039573,56.87353207103747,60.233967526134336,64.50777664674851,30.05122896506784,providentia_snow
1-1,63.205486597259274,89.02395511271838,71.51664010685622,81.39789217804716,57.103313891789256,23.3543056018959,midjourney_snow
1-1,60.89432136981515,89.83325507849528,70.49633273589468,74.76907620865674,53.79886550382456,21.760255508167536,midjourney_rain
1-1,62.60105948836894,89.46021280132702,71.69736850149681,81.67787632620833,56.58902903884404,18.228183504238192,midjourney_fog
1-2,48.63099638131164,75.64973129500868,52.15038491493551,74.10802088052671,50.90454771799243,18.80959256070911,adverse_fog
1-2,46.268244863232866,78.89078366165873,47.4404758573761,74.77935990159125,53.07529312378758,19.971097283548595,adverse_rain
1-2,49.82641029349825,76.81279149438852,52.63813929401066,73.92748290352725,44.270505644589676,16.356338542509526,adverse_snow
1-2,43.52933064009137,72.31476850746378,42.831244218114776,60.849798439174194,40.64760256249805,21.938985301716297,dense_clear_day
1-2,53.346976731671916,77.02742353210698,58.482224994015866,73.91625965734802,54.0014901289471,25.003919575904316,dense_light_fog_day
1-2,43.99851327749535,72.3091556343913,45.480315082074505,60.46889664392497,37.85607960219156,16.375234891144526,dense_light_fog_night
1-2,57.226960440339525,79.05515015498872,65.33231482256613,76.19954916071873,52.87164589504991,13.319569249201981,dense_fog_day
1-2,46.70544089673873,70.17051391159573,52.44574883174767,57.61756602067486,47.71783480949712,16.062414562059814,dense_fog_night
1-2,35.52114657340184,65.76755198328385,32.45667530231983,45.44953341375883,32.863335448455025,14.443350487127029,dense_rain
1-2,42.63049860649428,68.99512582440931,43.5653277319479,57.77483287435159,39.46759496098566,26.308711363607944,dense_snow_day
1-2,41.40842921708617,68.39553683778959,42.89359257028732,62.47244493871994,35.59601042470403,16.347310142621883,dense_snow_night
1-2,51.525371462034556,79.61118226667915,54.08307236309706,67.94630093104229,47.978270217310424,26.618954606410767,dawn_fog
1-2,56.28502276946913,83.57667947374514,61.53439320948463,72.09516660278994,54.97888595303472,31.73925071484167,dawn_sand
1-2,52.54768802660173,80.66083267496114,57.293417291511226,67.42611817339048,46.4319961078171,13.572327831965342,dawn_rain
1-2,50.974045858005326,79.97142574348692,53.51390457795115,66.06897143636434,39.25103919259998,13.299014438511394,dawn_snow
1-2,24.516239071694127,57.07755892418992,17.818914914931298,35.848355876035065,22.632499616297114,12.764792081886094,nuscenes_clear
1-2,20.807456615629164,50.497554443237114,13.367076648906254,29.362857739536945,20.688758918573164,8.378552556514968,nuscenes_rain
1-2,43.508010375718506,75.34510761111119,43.11384204585924,76.60420463066168,54.988000388565,20.17886376731139,bdd_clear
1-2,44.10998425957745,76.50851850970155,44.22662743340865,71.4098781023687,51.55076894375957,19.375899113198443,bdd_rain
1-2,44.453966464557595,74.96240907198127,45.95652556447068,74.77332564954585,50.16841902549647,18.16179754396859,bdd_snow
1-2,45.75743049638843,71.2552500274299,48.660848129261055,78.54140621547121,52.76238048201206,16.527393146998776,cityscapes_clear
1-2,46.43722675071057,70.46399283627298,49.82380486616413,78.22812305627134,52.43733062531184,14.682713286442507,cityscapes_fog01
1-2,45.07681752283238,68.67017247029506,48.13454351359464,79.80178897722404,51.554475911104646,12.007155283594221,cityscapes_fog02
1-2,42.382561289974184,64.8021146235406,45.541624388876826,78.66395484483412,49.75672710700514,9.497962408548474,cityscapes_fog03
1-2,50.9996564429377,80.18703719925125,54.91714556012074,82.46797825328836,65.91843133104148,34.567556617153826,acdc_fog
1-2,50.662859244311875,80.25823667876764,55.65951756890423,78.1115468143028,61.37806442271119,30.893663179722125,acdc_rain
1-2,54.329972469394846,81.70891532489178,60.564429591965386,82.18655076401136,64.56881841873376,32.15930420482362,acdc_snow
1-2,17.56859193025208,37.281030480799075,13.069595163907593,32.89250554846323,25.07798176274777,3.418986079540237,providentia_fog
1-2,48.90096091673281,72.959396501964,57.39247225102577,61.098124576048384,66.65226674334097,30.1609857898678,providentia_snow
1-2,64.97402354853709,88.8714315248452,72.92597691315278,83.28545683577462,59.17722561283597,23.36243499765331,midjourney_snow
1-2,64.2597484294262,90.17972882331682,73.11888356722572,79.04050954001684,56.714387816483594,22.180609667687712,midjourney_rain
1-2,64.75586657244584,89.15568065466621,72.80934526667339,85.07477522249923,58.3899161302008,17.53353844183273,midjourney_fog
1-3,48.76395993064151,75.53026756421792,52.425963589305304,74.24095762794337,51.425116281718395,18.780185302300318,adverse_fog
1-3,45.589821178841476,78.39618429267443,45.962615770118894,75.22750938403834,52.14184199390548,19.30825751405561,adverse_rain
1-3,49.4067627774867,76.9942177324647,51.717918741221695,73.85369402827719,43.23931529051242,16.22454993899655,adverse_snow
1-3,45.042429115460806,73.36867734427695,44.09911645215988,62.68847374742752,42.03456895333046,22.728817948324327,dense_clear_day
1-3,54.86989408627922,77.86930162986945,60.139679283796355,75.37457813145254,55.42566723594574,25.92909873062187,dense_light_fog_day
1-3,45.09092300873675,73.32844329064712,46.758366616374744,61.83991341318937,38.37357996505474,16.507224806103572,dense_light_fog_night
1-3,58.863279531281435,79.68861809717043,66.01813160582697,78.51338510598505,53.89573923806774,13.445998609773,dense_fog_day
1-3,47.351656043087985,71.448770941448,52.39663919639542,59.25888997447042,47.465178641275884,16.505302494059716,dense_fog_night
1-3,37.40425839795126,67.83046574980139,34.91486854821141,47.33197219165787,34.393481545832984,15.55920780977548,dense_rain
1-3,44.2325296130171,70.47444233744486,45.558427026734655,59.680581931748264,40.91473994729298,26.39009632194158,dense_snow_day
1-3,42.8978216161432,69.61758152250935,43.792029065639724,64.33675695350067,36.63092962173868,16.458179123244868,dense_snow_night
1-3,50.90321414767038,80.01245472148472,53.49716590151671,67.5386607109223,46.66704287170508,26.59299395103249,dawn_fog
1-3,55.50192795606668,83.52132392952112,60.338727915116394,72.25812758422751,53.37834018742909,30.738658991392644,dawn_sand
1-3,51.91099728897382,81.62358652480225,56.127708796097956,66.70067004412546,45.50959299669347,14.09666665628168,dawn_rain
1-3,50.63057534539068,79.77358541686057,52.8105173010307,66.01248849512572,38.471534591993176,14.578295293409646,dawn_snow
1-3,26.2807630008234,58.26139770738593,20.993081503010174,38.46610428921119,23.88941523374144,13.359592998693179,nuscenes_clear
1-3,22.5728761595246,52.533798598670266,15.230539177497961,31.759974000205805,21.875011780003994,8.603164474598536,nuscenes_rain
1-3,43.44765877495589,75.04790365955927,43.209062602878134,77.13728628943676,54.824628505027775,20.06201533374454,bdd_clear
1-3,44.01767817911934,76.73198738286018,44.38340051836586,72.06477340208038,51.13984375921099,19.35834101391518,bdd_rain
1-3,44.33254064719257,74.77718515891712,44.94994648998367,75.49233727062746,49.835588044659865,17.948585198122466,bdd_snow
1-3,45.74239674508639,70.97372227713885,48.808382026160125,79.24410376954425,53.004325748645776,16.144618100689673,cityscapes_clear
1-3,46.25505883804995,70.03061494550005,49.619194178288524,78.3888617131838,52.37621221646652,14.462783832253761,cityscapes_fog01
1-3,44.786152374018954,68.1326797939093,48.07859869776005,79.85860843349177,51.22903073745948,11.932008180685497,cityscapes_fog02
1-3,41.89663169775745,64.34234610872193,44.87706518311169,79.15526038060653,49.059887598452434,9.14652091553592,cityscapes_fog03
1-3,49.69040136919355,79.79139061420283,53.340751326968885,83.09240982323949,65.59716802064182,32.792074531336446,acdc_fog
1-3,50.13282008259158,80.03787622300108,54.103062092924084,77.6516630687891,60.64111336685089,30.32423595970295,acdc_rain
1-3,53.856854709618176,82.30113736053816,60.44719075561519,80.8288103029199,64.26187100958234,31.652690841056224,acdc_snow
1-3,17.499285337353427,38.62827702519079,11.702399988321073,32.414115404953634,24.827846403229316,3.2293242891619895,providentia_fog
1-3,47.474930546827615,73.83418854115007,55.91970875606218,59.94083001826412,64.74162457747653,29.532734375958604,providentia_snow
1-3,64.02905943550682,88.96454796854418,71.83326033346769,82.68315857058714,57.804697035643635,23.270506530701496,midjourney_snow
1-3,62.13334722466356,89.86646812082728,70.34629391126013,76.8266897002465,54.386779242783255,21.2689422869004,midjourney_rain
1-3,63.177346580630676,89.08338230772591,71.68480795060644,83.40282574655572,56.77223053073415,17.879005594488365,midjourney_fog
1-4,49.00080230103313,76.0729422459401,52.95318546296518,74.42263736406116,51.36327826527145,19.319240964415286,adverse_fog
1-4,45.60365007261589,78.2363946447446,46.68659906707954,74.28647331666973,52.45967539373072,19.353981620613816,adverse_rain
1-4,49.67011421942414,76.59060584579301,51.95901526704212,74.52167569594094,43.342520753423265,15.985590742241143,adverse_snow
1-4,44.905069062318695,72.66313861117396,44.31951651125561,62.72113328458819,42.015139260535264,22.658989486352382,dense_clear_day
1-4,54.78109538972752,77.0839808221677,59.496139315837084,75.1262121389112,55.62661772163708,25.517213970776805,dense_light_fog_day
1-4,45.021022275929916,72.67573402281843,46.63540376737435,61.92495018160453,38.86676896065026,15.525976710436428,dense_light_fog_night
1-4,58.7460257565761,79.43983364056358,65.86425067426902,77.95049037284667,54.55753508320743,12.666507728923232,dense_fog_day
1-4,47.40978666985543,70.47062696242187,52.118768290963935,59.36650180699886,48.09700034255017,15.962426013036648,dense_fog_night
1-4,37.194118834498,66.6551961587874,34.17841997407696,47.61319307106649,34.25728992848307,14.625764416625525,dense_rain
1-4,44.001769669730926,69.64732035077733,45.14974848397436,59.96444290206622,40.77282279854809,26.61482557856499,dense_snow_day
1-4,42.445721092813706,69.04896403025442,43.22092271457836,64.9442008078836,36.1219050138395,15.882585403245924,dense_snow_night
1-4,50.93099953812956,80.02483124820358,53.44519255325801,68.397448922066,46.8709134689408,25.44324632391061,dawn_fog
1-4,55.3711845400853,82.96332205570549,60.59763088230766,71.90086862698702,53.8279798198364,30.081205500503707,dawn_sand
1-4,51.590184154395814,81.72429803993118,55.444083766016014,66.11454704665331,45.50975502121334,12.951874292241289,dawn_rain
1-4,50.996693209021196,79.71447067704769,52.96091374860077,66.53698087851221,38.77755775087405,13.43810281958659,dawn_snow
1-4,25.868085028668396,57.53300937759367,20.430848071691663,37.78484271248399,24.23720754861568,12.65979817870147,nuscenes_clear
1-4,22.132171531246094,51.395071395277625,15.490569719035182,31.259725737691678,21.693300700711163,8.390433720087685,nuscenes_rain
1-4,43.27450109748482,74.7604162405228,43.091537417312765,77.05782831076587,54.86038966691916,19.786705027099437,bdd_clear
1-4,43.95167502525708,76.20527155022836,44.399232917792084,72.23988025516799,51.031109279905074,19.10835486080818,bdd_rain
1-4,44.326085360292076,74.77194185995111,45.259931789962785,75.57307859545716,49.77317500053916,17.844562986156024,bdd_snow
1-4,46.01900889750964,71.0961593214254,48.52201561294933,79.38093375030499,53.159674424085615,16.471084200362636,cityscapes_clear
1-4,46.813460862631715,70.37954503098483,50.02786963565535,79.21394517652347,53.07413152426545,14.689533551170584,cityscapes_fog01
1-4,45.21403300892211,68.2143405564997,47.66038728064016,80.47094282272111,51.76857013019157,11.846522159402802,cityscapes_fog02
1-4,42.435912317216115,63.89447023737335,45.47841339807858,80.07333302629534,49.80178595351663,9.012027706890873,cityscapes_fog03
1-4,50.90587112859827,79.98084918371924,55.326837582573276,83.3203369003922,65.82879360693525,34.422172086685585,acdc_fog
1-4,50.47012026943294,80.01924660574632,54.89440269097929,77.81229200143028,60.89465298463775,30.917266256889747,acdc_rain
1-4,54.15677068659874,82.06025861942182,60.45654386535519,80.87582062295346,64.12273894751203,32.55244709780361,acdc_snow
1-4,17.799823240956563,38.57401683556077,12.347698752927903,32.050447533995474,25.728349974066965,3.5379204254292236,providentia_fog
1-4,47.9660822873065,72.89350291683363,56.336296574304804,62.09096924030978,65.49894360347011,29.1457494321414,providentia_snow
1-4,64.26653908035696,88.76080863463775,72.28609787335238,82.88035941663317,58.246948963868796,22.851990500459273,midjourney_snow
1-4,62.50577218276345,89.7439824567567,71.28812978975115,77.34452235772955,54.54707571808881,21.948469310421714,midjourney_rain
1-4,63.81630292163657,89.02215244449654,71.90792125726905,84.2536741282294,57.41141278034484,17.36941938004064,midjourney_fog
2-0,49.928245830076534,76.74901831808515,54.14663597550885,74.62861064756922,52.6527803471771,20.1380711267052,adverse_fog
2-0,45.793937545170984,78.50221880597108,46.86964528657068,74.07604676473214,52.794990381732596,19.55117996480827,adverse_rain
2-0,50.10880518622437,77.15488627343373,53.09837174551307,75.12362089036652,43.79921914993474,16.400445871903553,adverse_snow
2-0,44.270285695767896,72.6062303000263,43.31574667256255,61.833758988703124,41.06212284869115,21.82654122471197,dense_clear_day
2-0,54.03783432813475,77.16765358028607,58.98168928757374,74.49523884820654,54.56472759105312,25.614389382730195,dense_light_fog_day
2-0,44.42239383240582,72.5256032207296,45.72132081352299,61.726794546080754,37.57480947505087,15.73216993653459,dense_light_fog_night
2-0,59.49434535188074,80.21996756343106,66.76328791942184,78.49566600571391,54.63855154131797,15.304636047542688,dense_fog_day
2-0,47.0513335381307,71.02157967445365,52.026220872535575,57.292713172214235,48.137284063569766,15.037420200442464,dense_fog_night
2-0,36.01170089202573,65.27562121347847,33.57261988100531,46.516675690869455,33.026895765233355,13.145064633566417,dense_rain
2-0,43.473258786264516,69.35852887985246,44.25336857297118,59.000871797501794,39.8362407676202,26.174710600432626,dense_snow_day
2-0,42.36178241508716,69.0443155977637,43.04949561517648,64.81766578571305,35.59901105851227,15.822741430309833,dense_snow_night
2-0,52.521794649838036,82.16774752854637,55.257777872602254,69.2977920426502,48.167261507174814,27.715969118209316,dawn_fog
2-0,56.46503373493496,83.78224338807301,62.050784563521965,72.62348243947255,54.51001292607276,31.84559757016645,dawn_sand
2-0,52.31886989923268,81.3815393195208,56.649092377981766,66.79218796533456,46.217796553641186,11.598838794911861,dawn_rain
2-0,51.39399080435344,80.22590030282922,53.627200466890116,66.38431466717878,39.458072493642234,15.035412407544301,dawn_snow
2-0,25.11216292675925,56.67348313165641,19.28565980965784,37.23940340768036,22.487694620311867,12.09387251709263,nuscenes_clear
2-0,21.15003902362295,50.537818711756714,14.022089834958221,29.55302097782701,20.803425184680098,8.046262060174387,nuscenes_rain
2-0,43.052886462626766,74.61167255135493,42.39863175410464,76.49971536144584,54.38324412624572,19.791929081653933,bdd_clear
2-0,43.71636642754609,76.08854121396493,43.71301379916669,70.92969443774984,51.14105539504609,19.17217135643288,bdd_rain
2-0,44.14534866637471,74.54357266511596,45.16978998978288,74.82484117998449,49.81116895862748,17.79173748893948,bdd_snow
2-0,46.14515979603047,70.93454208938797,48.81044846292313,79.3881616440074,53.29518205068565,16.40370422992242,cityscapes_clear
2-0,46.83565892605075,70.39016651131551,50.19767307062749,79.19867003849087,53.04922918564117,14.656769797213517,cityscapes_fog01
2-0,45.473691665260176,68.39002992047257,48.364061722269,80.7189982386128,52.21300777197258,12.0252726826677,cityscapes_fog02
2-0,43.19095550249844,65.19969690559672,46.44200005115272,79.87619110598932,50.47337132055887,10.442381418570376,cityscapes_fog03
2-0,50.28979538634378,79.7623663799845,53.85977064322238,82.27390647553739,65.80343517070648,33.871455677978105,acdc_fog
2-0,50.11660087870597,79.5146545847675,53.89876501476753,77.42614793333341,60.78667252580038,30.37743176263022,acdc_rain
2-0,53.9799677103047,81.83158856065023,59.81902683274261,80.68802976065828,64.03915312992967,32.280880217020176,acdc_snow
2-0,18.620919762618318,38.975674510045536,14.488040368423693,33.87183035809298,26.660571299845227,3.266866044216702,providentia_fog
2-0,50.059959502831994,74.85995870305021,58.37357716177481,62.29923915368465,67.38432533575748,31.56849970367222,providentia_snow
2-0,65.03600722764557,89.11226674339979,72.72938223321913,83.55873805914652,59.08883817291123,23.203758456954247,midjourney_snow
2-0,63.249728220746434,89.81773651134729,71.66542574613226,77.87525851796087,55.67419754010301,21.78904990179079,midjourney_rain
2-0,64.95705070266492,90.15398913228174,73.70615079017107,83.74517695546754,59.34814773105883,19.268403067908622,midjourney_fog
2-1,49.339251645151926,76.74796494882887,53.212725404076785,73.8385123621979,52.03468008564155,19.669914303298775,adverse_fog
2-1,45.17538920334602,78.22948339768698,46.35476483858565,72.54341245061505,52.402097464055394,19.231457293786903,adverse_rain
2-1,49.14008134414159,76.3550183891029,51.828414623409216,74.34486703235918,42.26929542576474,16.002143448278687,adverse_snow
2-1,44.62902578777319,73.26369901897527,43.85405806662274,62.4050001227609,41.51451420888835,21.938408172562337,dense_clear_day
2-1,54.42562439602953,76.92030162732662,59.940948505304235,74.85425838499845,55.260640231316714,25.37593715728212,dense_light_fog_day
2-1,44.651451729717735,72.63688053771851,46.23473899938454,61.96739654179354,37.79177085904453,15.728993029089509,dense_light_fog_night
2-1,59.40074904136892,80.1091556067135,66.62616662289896,78.28621938785176,54.839072048255375,14.298380409186883,dense_fog_day
2-1,48.10312566737976,71.23875928063634,52.96612214229833,59.57395755904986,48.97651931996495,15.223193675418592,dense_fog_night
2-1,36.490817960548405,66.34987238268589,33.34781965413258,47.09415422191203,33.3673012417092,14.078593213959003,dense_rain
2-1,43.7323635598459,69.62025676890792,44.242443144728,58.97653401185593,40.496095226308306,26.352374543255685,dense_snow_day
2-1,42.47152521918071,68.35147727807797,43.57104224890213,64.78877923905948,35.82190220098025,15.983328281995954,dense_snow_night
2-1,51.730268138362504,81.0030403074015,55.05195880805025,68.93585523524911,46.96952662179634,26.670277891292,dawn_fog
2-1,55.480028091574354,83.51015298604723,61.11756814180128,72.32737900138024,53.211134015261706,30.099185485688228,dawn_sand
2-1,51.18222043149865,81.55266138860823,55.011898610271594,66.06206507657349,44.382528351559884,11.769392941942488,dawn_rain
2-1,51.08948110054673,80.19161918063355,53.54161791302911,67.17805424415931,38.08916891737463,13.073879513645148,dawn_snow
2-1,25.60453825917099,57.33121191342945,20.51099375729661,37.76620312563044,23.46765185720248,11.786837308511625,nuscenes_clear
2-1,21.690801878483796,50.78888959192154,14.468215830927317,30.50838377359517,21.331265325781388,7.946980483625109,nuscenes_rain
2-1,43.20326428900411,74.53542626278387,42.628000376106556,77.51814475045738,54.86537219448131,19.62118089500307,bdd_clear
2-1,43.50736900301725,75.85334057237505,43.68200757414559,71.11238317851877,50.567807680469336,18.91171555938533,bdd_rain
2-1,43.79791800056577,74.06952091378255,44.5076373569314,75.14716443299821,48.93879405482572,17.48740059930982,bdd_snow
2-1,45.9048627388422,70.46235640991566,48.93940984608726,79.33964900561088,53.14697069385418,16.395830813614396,cityscapes_clear
2-1,46.17363671190542,69.5080139024236,49.14871624284826,78.79281140169303,52.00792989984699,14.246909306991604,cityscapes_fog01
2-1,44.82969321284457,67.95840652583263,47.546291473680554,79.99397111998063,51.03752416216919,11.86189056994061,cityscapes_fog02
2-1,42.242930331380464,64.42067124789402,44.89933451576241,79.72148657408901,48.92715631979646,9.766598295681892,cityscapes_fog03
2-1,48.97876047790778,79.55243871745886,52.23677503805381,82.40400547005042,64.730067755019,32.52534904842933,acdc_fog
2-1,49.43666049721686,79.43431185054133,54.05879432824536,77.7633078217116,60.11120589960357,29.505747407895193,acdc_rain
2-1,52.91092204384693,81.14433303315516,59.25587829179755,79.83851602192902,63.015890318028625,31.320461402016786,acdc_snow
2-1,18.442449803029387,38.43161881609806,14.4242394437131,34.52135103574839,26.464798137880774,3.185519692455855,providentia_fog
2-1,48.01663343996445,73.03788161630904,56.82633321023548,62.43070568550466,64.85890481341275,30.007616840208073,providentia_snow
2-1,63.58953312133785,88.34804451602842,72.06723388302466,82.43886104112465,57.318116790315074,21.997877755598967,midjourney_snow
2-1,61.15892738070906,89.37284889208118,70.55943500770405,75.46287411688039,53.84485592834124,20.57032504655767,midjourney_rain
2-1,63.22536864096645,89.21541505182226,72.1681953914244,82.66963817105393,57.02029820761108,17.924501974868615,midjourney_fog
2-2,47.75263016711938,74.43224085096165,52.52409802891297,72.77762374404762,50.02550546784702,18.789672331002322,adverse_fog
2-2,44.919011687044765,76.98896457707704,45.966873199411324,73.52310038315824,51.535166236917775,18.848490786437154,adverse_rain
2-2,47.33766649331332,75.35530488932373,49.6196173645868,71.59178265135232,41.164283976583896,14.708710404992404,adverse_snow
2-2,44.2543511761607,72.31664986397713,44.228290226691094,61.15702030929554,41.292293573192005,21.89815805356318,dense_clear_day
2-2,53.98936004671931,76.35911614223718,59.69164568747857,73.48209330465552,54.31097604633904,25.559586458220018,dense_light_fog_day
2-2,44.548416425448046,72.73405886417721,46.43827655619743,60.841401731355774,38.03744912786032,16.235380353950617,dense_light_fog_night
2-2,59.14881677237025,79.95871256553048,66.71450936890322,78.40315341603863,54.67654599912968,13.938532386839098,dense_fog_day
2-2,46.903963894954494,71.17940038215205,51.993245912978026,57.0440843178038,47.89085911246191,15.209088376021535,dense_fog_night
